Game_ID,Title,Release_Date,Rating_Score,Metacritic,Playtime_Avg,Genres,Platforms,Ratings_Count,Suggestions_Count,Updated_At
2828,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2016-02-04,4.02,80.0,8,"Action, Fighting","PC, Xbox One, PlayStation 4",499,524,2025-12-14T19:15:38
